Rating, Review
10.0,Xuất sắc. 
7.6,khá ổn. Khách sạn khá ổn. Sẽ ghé lại nếu có nhu cầu. Tuy nhiên 1 số thiết bị điện tử trong phòng như tủ lạnh^ tivi hoạt động chưa tốt. Cần cải thiện thêm!
9.0,Tuyệt hảo. 
7.6,khá ổn. mình khá hài lòng về khách san^  tiếp tân thân thiên^ phòng  sach sẽ^ cà phê  khá ngon^ thích nhất là ks có sân để uống nước và cho trẻ chơi^ mình đat cơm trưa  ở  ks  khá ngon
9.0,Tuyệt hảo. 
6.8,Hài Lòng. khách sạn sạch sẽ^ nhân viên thân thiện
9.0,Tuyệt hảo. 
3.2,Phòng quá dơ. Mình book cho ba mẹ ^ba mẹ về la quá trời^phòng và toilet quá dơ
10.0,Xuất sắc. 
7.0,Tốt. 
10.0,Xuất sắc. 
10.0,Xuất sắc. 
10.0,Chỗ ở rất tốt. 
7.0,Good weeken. 
8.0,Rất tốt. 
5.6,Bình thường. Thiết kế phòng không được okey
10.0,nói chung là tất cả.... 
5.2,Trên Trung Bình. Không như mô tả trên trang: Phòng nhỏ hơn diện tích miêu tả^ không có đủ trang thiết bị trong phòng (không có máy sấy^ khi cần xài phải liên hệ tiếp tân)^ phòng không có cửa sổ
5.0,Mọi thứ đều oke nhưng.... 
5.6,tạm ổn. phòng óc thì tạm ổn nhưng thiết bị có vẻ chưa tốt
8.0,Very Good. 
4.4,Hết sức thất vọng. Chỉ vì làm dính máu trên drap giường mà bắt đền 200k với lí do là drap này giặt rồi tẩy chỗ máu là sẽ hư. Không hiểu nổi
9.0,Sẽ ghé lại vào lần.... 
5.2,Tôi đặt phòng GĐ 3 giường nhưng khi nhận giường quá bé không giống như hình ảnh web đưa ra tôi rất thất vọng về điều này. Không có phòng cho tài xế
5.2,Tiện nghi kém. Nhân viên dễ thương^ độ tiện nghi hơi kém^ máy lạnh hay hư^ không có máy sấy như để trên dịch vụ lúc đặt phòng
7.0,Phòng gần biển. 
5.0,Tàm tạm. 
10.0,Xuất sắc. 
9.0,Tuyệt hảo. 
8.0,Rất tốt. 
7.1,Tốt. 
6.3,Dễ chịu. 
8.8,Vui vẻ. 
9.2,Oki. 
4.6,Rất dơ. 
7.5,Tốt. 
10.0,Phòng đẹp sạch sẽ.. 
8.8,kỳ nghỉ khá tốt mình.... 
8.3,tot. 
5.8,Chấp nhận được. 
7.9,Đã quay lại lần 2. 
7.5,khá tốt. 
8.3,Ngày nghỉ tuyệt vời cùng.... 
7.1,Tốt. 
7.1,Tốt. 
9.6,quá tốt cho 1 kỳ.... 
10.0,Xuất sắc. 
2.9,Tệ. 
8.8,Tuyệt vời. 
7.9,Nói chung kỳ nghĩ thật.... 
8.8,Kỳ nghỉ rất thoải mái..... 
10.0,Xuất sắc. 
7.9,Vũng Tàu thân thiện tuyệt. 
3.8,Minh nhân đi ngày thường.... 
5.0,Không xứng đáng với số.... 
7.5,ok. 
10.0,Thoải mái và vui vẻ. 
4.8,Phòng không đáng giá tiền. Chúng tôi check in buổi tối muộn^ mặc dù đã đặt trước phòng 2 người có cửa sổ^ nhưng khi đến nhận phòng^ lễ tân bảo loại phòng tôi muốn đã hết và đưa chúng tôi vào phòng không cửa sổ ở tầng trệt. Phòng tuy sạch sẽ nhưng khá nhỏ và ngộp^ nước trong nhà tắm đôi khi bị nghẹt.. Tôi hơi khó chịu vì phòng không đúng như những yêu cầu tôi đặt trên Agoda. 
8.0,Tuyệt vời. 
8.8,Giá và dịch vụ ổn so với mặt bằng chung. Ks mới nên rất sạch sẽ^ style phòng dễ thương và cơ sở vật chất trong phòng khá tốt^ thoải mái khi sử dụng. Vị trí ks nằm trong con đường gần mặt tiền đối diện biển. Nhân viên hơi kiểu cây nhà lá vườn (bác bảo vệ mặc áo phanh ngực^ lễ tân trực đt cúp máy trước khi nói xong thông tin^ cả 2 bác bảo vệ và nhân viên hiếm khi cười với khách^ vv) nhưng nhìn chung vẫn chưa có vấn đề gì lớn. Mọi thứ sẽ tốt hơn nếu nhân viên được training kĩ càng.
9.0,Tuyệt hảo. 
8.8,Góp ý Novena Hotel. Rất hài lòng về vị trí khách sạn rất gần biển^ ở mặt tiền đường lớn nên đậu xe hơi thuận tiện^ khách sạn mới  như quảng cáo. Tuy nhiên^ nước vòi hoa sen phòng mình ở rất yếu nên tắm lâu (P.105) trong khi vòi rửa tay và vòi xịt rất mạnh. Góp ý thêm: KS nên đóng 1 cái kệ/giá đỡ nhỏ trong phòng tắm (khu vực ngăn kính) để bỏ các chai lọ sữa tắm^ dầu gọi^ sữa rửa mặt ... cho tiện!
8.0,Rất tốt. 
8.4,Tuyệt vời. Điểm cộng:. Khách sạn mới xây nên phòng óc rất đẹp^ sạch^ khang trang. Nhân viên lễ tân thân thiện^ nhiệt tình. Rất gần biển (đi bộ 2 phút). Các quán ăn uống và cửa hàng tiện lợi xung quanh khách sạn. Điểm trừ:. Wifi khi ở trong phòng rất yếu^ ổn định và mạnh nhất ở khu vực tiền sảnh và lễ tân
9.0,Tuyệt hảo. 
8.0,Khá hài lòng . Khách sạn vị trí đẹp^ ngay mặt tiền^ không có ăn sáng^ phòng tiện nghi và sạch. Tuy nhiên^ gối ngủ hơi cứng và cao^ phòng cách âm kém (sinh hoạt riêng tư nghe rất rõ)^ nếu đi vào mùa cao điểm sẽ rất ồn ào. Ngoài 2 điểm trên thì tất cả đều khá tốt^ sẽ quay lại lần sau.
6.0,Dễ chịu. 
6.8,Ok. Tôi đã ghé đây 2 lần^ tôi ko phàn nàn gì nhiều về tiện nghi và thái độ nhân viên. Tôi nghĩ các bạn nên chuyên nghiệp hơn ở khâu dọn phòng(dọn phòng khá qua loa)^ vì nếu không thì khách sạn sẽ xuống cấp nhanh. Dĩ nhiên sẽ không là lựa chọn tốt với tôi cho những chuyến đi sau
10.0,tuyệt vời. 
10.0,KHACH SAN QUA OK. Khach san rat moi^ rong rai^ sach se^ moi thu qua tot . Luc cong ty minh di^ gia phong duoc giam gia 30% nen so voi gia  do^ thi  khach san vuot so voi mong doi 
8.0,Rất tốt. 
9.2,Sạch^ đẹp^ có hồ bơi. Thân thiện.. Giá hợp lí
10.0,Xuất sắc. 
9.6,Khách sạn ở vị trí khá tốt. Khách sạn sạch sẽ^ đầy đủ các tiện nghi và có vị trí tốt để ra biền một cách nhanh chóng
9.0,Thoải mái tuyệt vời. 
8.8,Good. Worth the money^ don't be so strict. Khách sạn tuyệt vời trong tầm giá^đẹp^ gần biển^ đầy đủ tiện nghi^ phòng mình view biển nên khá đã^ có mỗi điều nhỏ là cái gối nó cao quá làm mình khó ngủ^ giá mà khách sạn bonus thêm gối thấp^ Wifi yếu nên ai đi tự chuẩn bị 3G.   Khách sạn tốt như thế này mà nhiều người đánh giá không tốt^đến Vũng Tàu lần sau mình sẽ ghé lại đây. 
10.0,Xuất sắc. 
10.0,Khách sạn mới^ sạch sẽ và tiện nghi.. Tọa lạc tại số 302 Phan Chu Trinh^ phường 2^ Vũng Tàu. Cách bãi sau chỉ...1 phút đi bộ. Nằm ở vị trí đắc địa (bờ biển du lịch nổi tiếng ở Vũng Tàu).. Quanh khách sạn có nhiều tiệm tiện lợi^ tạp hóa và các quán ăn nên không cần phải lo lắng về những nhu yếu phẩm cần thiết.. Phòng hơi nhỏ nhưng sáng sủa và sạch sẽ^ trang thiết bị hiện đại và hoạt động tốt^ có thêm trà^ cafe và nước suối miễn phí. Gỗ lót sàn nhìn bắt mắt vì khá mới (tuy nhiên với không khí biển và những đôi chân ướt kèm cát biển và nước muối nếu không bảo dưỡng và vệ sinh kĩ sẽ rất mau xuống cấp). Phòng 2 người nhưng đặt 3 bộ khăn (có thể là 1 bộ để đi ra tắm biển) khá ấn tượng về điều này.. Nhân viên thân thiệt^ vui vẻ và niềm nở. Bảo vệ 24/24^ khi vực đỗ xe máy có rào chắn khóa vào ban đêm nên khá an tâm.. Điều gây khó chịu cho chúng tôi là vấn đề nước nóng: phải chờ tương đối lâu mới có (chỉ là ấm ấm chứ k nóng) và đặc biệt buổi tối là không có luôn. Vấn đề tiếp theo là về rèm che cửa sổ (dùng loại dán thay vì kéo - khá bất tiện và nằm trên cao^ không phù hợp với những người có chiều cao khiêm tốn).
5.0,Tốt. 
7.6,ỔN!. Ks mới nên cơ bản là ổn!
10.0,tuyệt vời. 
8.8,Ok. Khách sạn sạch^ tiện nghi vừa đủ với tầm giá^ vị trí gần biển.  Mong khách sạn bảo trì tốt để giữ được sự sạch sẽ và tiện nghi đang có
5.0,Tạm ổn. 
8.8,Giá rẻ so với chất lượng. Vị trí rất thuận lợi^ buổi tối có quan cháo mực rất ngon. Nhưng phòng ko có cách âm nên rất ồn khi phòng bên cạnh ra vào .... . Không phù hợp với gia đình có bé nhỏ cần ngủ sớm
8.0,chú bảo vệ thân thiện^.... 
10.0,Rất hài lòng^ sẽ tiếp tục chọn Novena khi có dịp đến Vũng Tàu. Không gian phòng rất ấm cúng và tiện nghi.
10.0,Xuất sắc. 
9.2,Đep^ sạch^giá hợp lý. Khách sạn đẹp^ sạch đầy đủ tiện nghi^nằm trên vị trí gần biển và các điểm vui chơi ăn uống^
8.0,Tốt. 
8.4,Tốt. Sạch sẽ 
10.0,Xuất sắc. 
10.0,Mọi thứ đều tốt. Ks mới và sạch sẽ^ nhân viên thân thiện^ vị trí thuận tiện . Quá tốt trong tầm giá
8.0,Khách sạn tốt. 
6.4,Nhân viên quá dở. Khách sạn sạch sẽ. Nhân viên tiếp tân thái độ như chưa được đào tạo^ bất cần khách. Chắc có lẽ do không có chủ.
9.0,Tuyệt hảo. 
7.2,Khách sạn mới xây gần biển. Nói chung khách sạn mới^ tiện nghi cũng vừa phải được cái sạch sẽ^ đi bộ ra biển được
7.0,tạm được. 
4.0,Tạm ổn. Mọi thứ đều ổn^ nhân viên lễ tân không thân thiện và nhiệt tình.
8.0,Rất tốt. 
9.6,Địa điểm tuyệt vời. Khách sạn mới xây dựng^ nội thất mới^ sạch sẽ^  với địa điểm thuận tiện đi bộ ra biển ^ nhân viên rất dễ thương. 
10.0,Xuất sắc. 
7.2,Sẽ quay lại. Khách sạn gần biển nên thuận tiện đi dạo^ hóng gió. Gần cửa hàng tiện lợi Circle K nên dễ dàng mua những thứ thiết yếu. Phòng ốc chủ yếu là gỗ^ khá thoáng mát. Bác bảo vệ thân thiện^ vui tính. Hơi xa chợ đêm và quãng trường nếu đi bộ
8.0,Thủ tục đăng ký rườm.... 
6.4,Can goc va muoi. Phòng góc nhà vệ sinh nước chảy chậm và chật. Có muỗi trong phòng 
8.0,Rất tốt. 
5.6,Trên Trung Bình. không có ăn sáng miễn phí. Phòng sạch^ nội thất mới. nhưng không thoáng.
9.0,Tuyệt hảo. 
8.0,Rất tốt. Nội thất đẹp^ giá tốt^ gần bờ biển. Wifi quá kém. Gối ko sạch
10.0,Xuất sắc. 
10.0,Đi 3 ngày^  ở 3 phòng  và cảm thấy phòng nào cũng tuyệt. Đi 3 ngày^  ở 3 phòng  và cảm thấy phòng nào cũng tuyệt
10.0,Tuyệt vời. 
10.0,Đi 3 ngày^  ở 3 phòng  và cảm thấy phòng nào cũng tuyệt. Đi 3 ngày^  ở 3 phòng  và cảm thấy phòng nào cũng tuyệt. Khách sạn rất sạch sẽ^ thoát mát. Trang thiết  bị rất mới.. Nhân viên thân thiện.
5.0,Tàm tạm. 
10.0,Đi 3 ngày^  ở 3 phòng  và cảm thấy phòng nào cũng tuyệt. Đi 3 ngày^  ở 3 phòng  và cảm thấy phòng nào cũng tuyệt. Khách sạn rất sạch sẽ^ thoát mát. Trang thiết  bị rất mới.. Nhân viên thân thiện.
6.0,Chỉ có 1 em Nam.... 
6.8,Đáng giá tiền. Ưu: khách sạn mới. Nhược: cách âm kém^ wifi yếu gây khó chịu trong quá trình sử dụng. Phòng 3 hơi chật.
10.0,Xuất sắc. 
3.6,Chấp nhận được. Ks và agoda nên trung thực trong cách đặt phòng ^ nên có thêm phòng tầng trệt đ
5.0,Tàm tạm. 
4.4,Không xứng đáng với giá tiền bỏ ra. Phòng nhỏ^ không được sáng sủa. Nhà tắm hơi bẩn
10.0,Rất tốt. 
10.0,Khách sạn rất tốt. Nhược điểm cách âm hơi kém^ còn lại đều tốt
8.0,Rất tốt. 
9.2,Khách sạn mới^ sạch đẹp yên tĩnh.. Khách sạn mới^ sạch đẹp yên tĩnh. Bãi biển cũng khá gần. Đi bộ tầm 10-15' là đến. Sẽ quay lại 👍🏻
10.0,Xuất sắc. 
8.8,Nice hotel. Good service . Ks mới^ sạch sẽ^ tiện nghi. Staff dễ thương. Phòng cách âm hơi kém xíu nên vẫn nghe tiếng ồn ào bên ngoài
9.0,Đánh giá khách sạn 10.... 
10.0,Rất tốt. Rất tốt
10.0,Xuất sắc. 
10.0,Tuyệt. Khách sạn mới^ gần biển^ sạch sẽ^ nhân viên nhiệt tình^ sẽ quay lại!
6.0,Dễ chịu. 
8.0,Book phòng 207 ngoài cùng wifi không dùng dc và ko dc hỗ trợ như mong muốn. Mọi thứ đều good trừ wifi
10.0,Tuyệt vời. 
10.0,Tuyệt vời. Khách sạn mới xây^ vị trí tốt^ sạch sẽ^ đầy đủ tiện nghi^ có cho thuê xe máy nhưng xe hơi cũ^ sẽ quay lại nếu lại đến Vũng Tàu
7.0,Tốt. 
6.4,Hài Lòng. Khách sạn mới^ tiện nghi đủ^ nhân viên thân thiện nhưng take care khách hàng chưa được chu đáo^ mượn vài món đồ lặt vặt luôn nhận được câu trả lời đơn giản: không có^ là xong.
8.0,Rất tốt. 
10.0,Rất tốt. Phòng nhỏ mang lại cảm giác ấm cúng
8.0,Chỗ nghĩ đáng chọn. 
7.6,Rất tốt. Khách sạn ok^vị trí tốt^giá sẽ tốt hơn nếu chúng ta săn được chương trình khuyến mãi^nhân viên hoà đồng.
8.0,Tuyệt vời. 
9.6,Tốt. Khách sạn vị trí đẹp ^ anh lễ tân và chú bảo vệ rất nhiệt tình ^ cám ơn. 
9.0,Tuyệt hảo. 
10.0,Trên cả tuyệt vời. Khách sạn sạch sẽ phuc vu ok
9.0,Tốt^ gần biển^ sạch sẽ. 
10.0,Trên cả tuyệt vời. Ks rất sạch ^ vị trị thuận lợi. ^ cảm giác rất thoải mái  ^ 2 lần đi vtau mình đều ở đây . Sau này có dịp sẽ quay lại 
9.0,Tuyệt hảo. 
10.0,Trên cả tuyệt vời. rất tốt
10.0,Xuất sắc. 
10.0,Trên cả tuyệt vời. Khách sạn gần biển^ đi vài bước là có thể ra biển tắm luôn. Gần Miếu Hòn Bà^ Chúa giang tay.... Phòng sạch^ đẹp. Nhân viên niềm nở
9.0,Phòng rất tốt trong tầm.... 
7.2,Ok. Ok
10.0,Xuất sắc. 
6.8,Khách sạn giá hợp lý. Khách sạn ở bãi sau^ đi bộ 2p đến biển^ thuê căn góc sẽ thấy được view biển^ giá hợp lý^ phòng không quá rộng^ có cho thuê xe máy giá 130-150/ngày^ nhân viên kiểu gia đình^ lịch sự
9.0,Tuyệt hảo. 
10.0,Chỗ nghỉ ngơi lý tưởng. Khách sạn rất lớn^ tự free up lên phòng rộng hơn vì phòng mình đặt gặp sự cố^ đầy đủ tiện nghi^ giá tốt^ nhân viên dễ thương^ gia đình mình đã có 1 kỳ nghỉ tuyệt vời 😊
9.0,Oke. 
6.0,Tạm. Cửa kính tiếp xúc với gió biển không được vệ sinh nên mở cửa sổ dơ.. Phòng còn rác chưa dọn xong đã cho lấy phòng^ phòng dường như vừa được trả (hơi lạnh máy lạnh vẫn còn).. Ga nệm^ gối hơi dơ.. 1 anh trung niên ngồi lễ tân nói chuyện chuyên nghiệp đến mức không niềm nở.. Với giá 700k/đêm thì sẽ không quay lại.
7.0,Tốt. 
10.0,Tiện lợi. Gần cửa hàng tiện lợi^ biển và nhiều địa điểm ăn uống. Phòng sạch thơm thoáng mát^ nước nóng ổn định. Nhân viên nhiệt tình và thân thiện.
9.0,Nhân viên nhiệt tình !. 
8.8,Tuyệt vời. Khách sạn khá ổn. Vị trí thuận lợi
8.0,Rất tốt. 
8.0,ok. ok
5.0,Tàm tạm. 
10.0,Recommended. Phòng ốc sạch sẽ^ khách sạn mới^ nằm gần biển đi bộ gần^ nhân viên và bảo vệ thân thiện
9.2,Một trong những lựa chọn.... 
10.0,Quá tuyệt vời! Trên cả tưởng tượng.. Chỗ nghỉ có vị trí quá thuận tiện^ ngay dốc Nghinh Phong^ dưới chân tượng Chúa.. Mọi thứ ở Novena không có gì để chê với giá phòng ấn tượng như vậy: . * Mình book cho gia đình 5 người ra nghỉ dưỡng 2 tuần^ vừa đồng thời tránh dịch bệnh Covid-19. Lấy 02 phòng 1 giường lớn 21m2 và được free upgrade lên 02 phòng 2 giường lớn 25m2. * Agoda giảm hơn 50%^ Anh quản lý còn giảm thêm 20% nữa^ nên tổng cộng mình được giảm hơn 70%  so với giá công bố (quá xá rẻ). Với chính sách giá ưu đãi tốt như vậy^ NHƯNG mọi thứ tiện nghi lại nghi lại rất chỉn chu: lễ tân nhiệt tình xách hộ vali hành lý lên phòng (không lấy tip)^ chú bảo vệ dễ thương cho mượn xe máy chạy ra chạy vào suốt (nhưng chẳng đòi đồng nào)^ cô dọn phòng hằng ngày đều cung cấp đủ khăn tắm sạch và nước suối.. Đó là chưa kể đến Wifi 5G phủ sóng mọi góc trong phòng^ tốc độ khá nhanh. Tủ lạnh cắm điện vào và giữ ổn định khoảng 08 tiếng đồng hồ thì sẽ hoạt động rất tốt^ nước để vào rất mát và làm nước đá được luôn.  . Phòng decor tông nâu xám trắng. Nội thất rất mới và sạch sẽ. Nước mạnh^ nóng lạnh đủ cả^ WC thông thoáng & khô ráo. Diện tích phòng khá rộng^ 03 mặt là kính^ có balcony hút vape-pod thoải mái. . Xe 07c đậu ngay đường lớn trước khách sạn luôn^ quay đầu^ de lui đều tiện.. Nói chung mình đánh giá 8.5/10. Độ đáng tiền 9.5/10. Là sự lựa chọn lý tưởng cho những kỳ nghỉ dài của nhóm bạn & gia đình (vợ chồng^ bố mẹ lớn tuổi và trẻ nhỏ). . P/S: Các bạn tình nhân nếu thích cầu kỳ thì không nên ở đậy vì cách âm không tốt. Còn khách muốn khám phá thì nên canh deal của các KS 4^5* như Malibu hay Pulkman sẽ hợp hơn. Vote 5* cho Novena - sự lựa chọn hoàn hảo.
8.0,Rất tốt. 
8.4,Giá tốt. Phòng sạch. Phù hợp cho các chuyến công tác.
7.0,Tốt. 
10.0,KHÁCH SẠN TỐT. VỊ TRÍ GẦN BIỂN^ GIÁ TỐT. TÔI ĐÃ Ở ĐÂY 4 LẦN RỒI
8.0,Rất tốt. 
9.6,Trên cả tuyệt vời. Phòng sạch sẽ^ gần biển^ đi ngày thường giá rẻ rất ok nhé
9.0,Nên trải nghiệm thử.... 
8.0,Vị trí gần bãi tắm thuỳ vân^ vệ sinh sạch sẽ.. Phòng mới^ sạch sẽ. vị trí gần bãi sau nên rất thích hợp cho ai thích tắm biển và dạo biển ban đêm. Nhân viên nhiệt tình.
6.0,Tạm chấp nhận. 
7.2,Ổn so với giá !. Phòng thường nhỏ ^ sạch sẽ ^ gần biển siêu thị tiện lợi . 
10.0,Xuất sắc. 
10.0,Khách sạn nên ở tại Vũng Tàu. KS mới xây với cơ sở vật chất tốt đủ phục vụ theo nhu cầu của khách du lịch. Vị trí tuyệt vời gần biển bãi sau^ khu vực yên tĩnh. Nhân viên nhiệt tình dễ thương
10.0,Xuất sắc. 
8.8,Rất ổn. Phòng sạch sẽ ^ lau dọn kĩ càng ^ bước vào rất thơm ^ nhân viên nhiệt tình . Sẽ giới thiệu
9.0,Kỳ nghỉ thú vị. Đạt.... 
10.0,quá tốt cho ngày xả xì stress. dịch vụ tốt^ gần khu biển^ giá cả hợp lí.
10.0,Xuất sắc. 
6.0,Tiền nào phòng đó. Drap giường và mền k đc sạch sẽ cho lắm khi nhận phòng. Vì nhận phòng lúc 23h nên nghĩ cũng k nên phiền lễ tân hay phục vụ phòng.. Nệm khó ngủ sâu giấc vì quá lún. Một trong hai người nhúc nhích là sẽ thức giấc theo. 
6.0,Dễ chịu. 
8.4,Phòng tốt^ sạch sẽ tiện nghi^ tuy nhiên cửa sổ khá lỏng. Mình ở phòng tầng 4^ tối gió rất mạnh. Cửa sổ đã khoá chặt nhưng gió lớn vẫn làm nó run bần bật tạo ra âm thanh^ hơi khó ngủ. Phải kiếm miếng giấy chèn vào nữa thì cửa mới im^ mà vài chục phút vẫn run một lần.
7.5,Tốt. 
10.0,Good. Ks sạch sẽ^ csvc tốt^ địa điểm thuận tiện^ chỉ có cách âm chưa tốt
10.0,Xuất sắc. 
9.6,Trên cả tuyệt vời. Rất đáng tiền^ phòng mới đẹp
7.5,Tốt. 
8.4,ks  đẹp . ks đẹp ^ sạch sẽ
10.0,Rất tuyệt vời^ nhờ khách.... 
10.0,Trên cả tuyệt vời. Chỗ ở gần biển^ phòng sạch sẽ^ đầy đủ tiện nghi
7.5,Tốt. 
10.0,Ok . Gối hơi cao^ nếu thay bằng gối thấp hơn thì tốt biết mấy 😊
8.0,Hài lòng. 
7.6,Phòng ẩm. Gối hơi vàg^toilet k đc sạch lắm^ rèm cửa dính đỏ đỏ nhìn mất thẩm mỹ^goi nam cao khong dc em ^nen hoi dau dau
8.3,Khách sạn ok. 
2.0,Tạm và tệ. Đặt vội 1 đêm trên app lúc 21h vì từ SG đi xe máy 18h30 và có ghi chú nhận phòng lúc 22h^ trả 15h vì có bé^ để cho bé ngủ giấc^ trời mát rồi về. Nhưng sáng hỏi lễ tân mình thêm tiền để đến 15h trả thì ko đồng ý vì bảo t7 khách đông nên phải trả phòng 12h. Mình vẫn ok và cho chở con về SG trong cái nắng gắt và ngủ gục lên xuống. ks gần biển^ sau lưng núi lớn^ nhưng phòng đã cũ^ wifi đêm khuya^ ngày đều load ko nổi. nên cân nhắc khi lựa chọn. App chỉ cho oánh 5* 
8.3,Rất tốt. 
2.8,Ko ấn tượng. Nhân viên ko thân thiện với khách
7.9,Tốt. 
9.6,hài lòng^ sẽ quay lại lần sau. ks vị trí gần biển^ đi bộ 5p là tới. gần cửa hàng tiện lợi^ phòng ốc sạch sẽ^ rộng rãi^ đầy đủ tiện nghi không có gì để chê ngoại trừ wifi quá yếu phải dùng 4G. cả cái ks chỉ có duy nhất 1 cục phát wifi. hotel nên cải thiện thêm về vấn đề này
8.8,Chỗ nghỉ tốt^ gần biển. 
10.0,Khách sạn sạch đẹp^ vị trí thuận tiện. Khách sạn rất yên tĩnh^ sạch đẹp và vị trí ngay bãi sau nên rất thuận tiện^ giá cũng khá rẻ khi book trên agoda. Sẽ quay lại
6.3,Dễ chịu. 
6.0,Trung binh . Giá rẻ 
6.7,Dễ chịu. 
6.0,Ổn. Mọi thứ ổn dù giá hơi cao do đi trong đợt đông. Khăn trong nhà tắm ko sạch lắm
10.0,Hợp lý. 
9.2,Trên cả tuyệt vời. Phòng cách âm chưa tốt^  còn lại mọi thứ tốt 
5.8,Nhìn chung là ổn.. 
9.6,Hài Lòng. Mọi thứ ok. lễ tân lịch sự. phòng ở^ lối đi sạch sẽ. 
7.5,Tốt. 
8.0,Tạm được. Khách sạn đẹp .dễ tìm .vị trí thuận lợi để ra vào tắm biển vì ở gần bãi đường Thùy Vân. Sạch sẽ và yên tĩnh .  Chú bảo vệ vui tính . Điểm trừ là hôm đó mình gặp bạn nữ lễ tân thiếu chuyên nghiệp và tỏ thái độ khó chịu khi tiếp mình .nên  mình có chút không vui . Vì đag khuyến mãi nẻn giá phòng rẻ .theo mình được biết trên agoda giá gốc là 1tr5 ( phòng mình) .nhưng mình đến ks mà biết thì khoảnh 750k .và với giá phòng như vậy nhưng nội thất trong phòng cũng không có gì đặc biệt .nhưng dc cái đồ còn mới .sạch sẽ .đèn đóm ok.tủ lạnh mở nhưng có vẻ không lạnh và bị nhiễu nước . Và 1 điều nữa là wifi quá yếu cho cả trệt 1 và 2 .
10.0,Đặc biệt. 
6.4,Nên chọn khách sạn khác. Vị trí gần tượng Chúa^ bãi biển^ giá phòng dù mùa dịch giảm giá nhưng chưa tương xứng với chất lượng^ không có ăn sáng^ phòng nhỏ  dưới tầng trệt^ có chỗ để xe máy. Đánh giá khách sạn 2 sao.
10.0,Xuất sắc. 
10.0,Hài lòng. Khách sạn mới^ gần biển^ sạch sẽ tiện nghi.
7.9,Tốt. 
10.0,Rất tuyệt cho 1 chuyến đi nghỉ dưỡng. Điều duy nhất thiếu sót mà mình cần ở đây là 1 cái bàn ủi thôi^ Vì đi trên 2 ngày nên  đồ nhăn cả rồi. nhưng bù lại những thứ khác tuyệt vời!. Sẽ trở lại khi có thời gian rãnh!
9.6,Xuất sắc. 
9.6,Tuyệt vời. Sạch sẽ sẽ tiện nghi mới lạnh^ tủ lạnh^ mọi thứ đều tốt. Xịn xò. Chỉ một việc cách âm hơi kém. tiếng bước chân và nói chuyện bên ngoài hành lang nghe rất rõ
8.3,Tốt. 
8.8,Wifi is bad. Mọi thứ rất ok trừ wifi. Mình không thể sử dụng wifi hoặc 3g khi ở tại phòng khách sạn.
8.3,Rất đáng tiền.. 
9.6,Trên cả tuyệt vời. khách` sạn mới^ sạch sẽ^ nhưng nệm lò xo nằm khá lún^ gối thì dày nên ngủ bị gập cổ không thoải mái.
7.5,Rất thú vị. 
8.8,Ok. Tiện cho mọi vui chơi. Hài lòng
10.0,Xuất sắc. 
9.6,Khách sạn tốt. Khách sạn vị trí tốt sach sẽ thân thiện giá cả hợp lý
7.1,Khách sạn mới. 
10.0,Tốt với giá tiền. Phòng sạch đẹp. Khách sạn vị trí thuận lợi^ gần biển và cửa hàng tiện lợi
10.0,Xuất sắc. 
10.0,Tuyệt vời!. Khách sạn rất gần biển^ chỉ với khoảng 100m là đã có thể ngâm mình dưới làn nước mát lạnh. Cơ sở vật chất sạch và khá mới. Giá ổn và nhân viên rất nhiệt tình.
9.2,Rất hài lòng. 
10.0,Phòng sạch sẽ^ phù hợp giá tiền. Tôi đến đậu xe ngoài đường^ đón tiếp lịch sự^ checkin nhanh chóng^ lễ tân cho nhận phòng sớm lúc 12 giờ.
7.5,Tốt. 
10.0,Nhân viên thân thiện^ sang trọng^ đầy đủ tiện nghi. Nằm gần bãi biển^ xung quanh nhiều cửa hàng tiện lợi^ sạch sẽ sang trọng.
9.6,Xuất sắc. 
8.8,DỊCH VỤ RẤT TỐT. Giá siêu ổn áp^ nhân viên từ lễ tân đến bảo vệ rất dễ thương^ phòng sạch sẽ mới.. Mình bỏ quên đôi bông tai tại ks^ nhân viên tận tâm đi tìm giúp rồi ship về TP giúp mình luôn. Có cái lầu 4 nước hơi yếu^ nước cực kì lâu nóng^ ngoài ra mọi thứ đều ok hết. Lại trong tầm giá rất ok nha. Lần sau quay lại Vt sẽ lại chọn chỗ này.
8.3,Rất tốt. 
8.4,Khách sạn mới^ vị trí đẹp. Khách sạn khá mới và tiện nghi trong phòng cũng rất okay. Nhân viên cũng không phải là vấn đề^ vị trí thuận tiện 
9.2,Tuyệt hảo. 
8.4,Khách sạn gần biển^ thuận tiện. Khách sạn sạch sẽ^ nằm mặt tiền đường dễ tìm.
9.6,Giá cả & tiện nghi ổn . Khách sạn mới nên phòng ốc sạch sẽ và khá tiện nghi. Cách bãi tắm khoảng 1 phút đi bộ^ xung quanh có cửa hàng tiện lợi và nhiều quán ăn^ rất thuận tiện cho việc vui chơi^ giải trí. 
8.0,Rất tốt. Khach san ok^phong oc sach se tien nghi gan bien^ nhan vien không thân thiện cho lắm ^Có duy nhat 1 điều là bảo vệ xin tien khách công khai thì mình cảm thấy rất kì cục .Còn lại ok. 
10.0,Rất hài lòng. Đây là lần thứ 3 mình trở lại. Mọi thứ rất hài lòng.
